,REF_AREA,SEX,CITIZENSHIP,COUNTRY_BIRTH,TIME_PERIOD,OBS_VALUE
8939,ITC44,1,EUPFPM,X1033,2023,2
8940,ITC44,1,EUPFPM,X1046,2019,1
8941,ITC44,1,EUPFPM,X1046,2021,1
8942,ITC44,1,EUPFPM,X1046,2022,1
8943,ITC44,1,EUPFPM,X1046,2023,2
8944,ITC44,1,EUPSA,IT,2020,1
8945,ITC44,1,EUPSA,X1033,2020,1
8946,ITC44,1,EUPSA,X1033,2021,1
8947,ITC44,1,EUPSA,X1033,2022,1
8948,ITC44,1,EUPSA,X1045,2021,1
8949,ITC44,1,EUPSA,X1045,2022,1
8950,ITC44,1,IT,IT,2019,962
8951,ITC44,1,IT,IT,2020,1208
8952,ITC44,1,IT,IT,2021,1028
8953,ITC44,1,IT,IT,2022,1035
8954,ITC44,1,IT,IT,2023,965
8955,ITC44,1,IT,X1033,2019,971
8956,ITC44,1,IT,X1033,2020,1222
8957,ITC44,1,IT,X1033,2021,1038
8958,ITC44,1,IT,X1033,2022,1039
8959,ITC44,1,IT,X1033,2023,974
8960,ITC44,1,IT,X1045,2020,1
8961,ITC44,1,IT,X1045,2021,3
8962,ITC44,1,IT,X1045,2023,3
8963,ITC44,1,IT,X1046,2019,1
8964,ITC44,1,IT,X1046,2020,1
8965,ITC44,1,IT,X1047,2019,3
8966,ITC44,1,IT,X1047,2020,7
8967,ITC44,1,IT,X1047,2021,5
8968,ITC44,1,IT,X1047,2022,2
8969,ITC44,1,IT,X1047,2023,3
8970,ITC44,1,IT,X1048,2019,5
8971,ITC44,1,IT,X1048,2020,5
8972,ITC44,1,IT,X1048,2021,2
8973,ITC44,1,IT,X1048,2022,2
8974,ITC44,1,IT,X1048,2023,3
8975,ITC44,1,PFPM,IT,2020,2
8976,ITC44,1,PFPM,IT,2023,1
8977,ITC44,1,PFPM,X1033,2019,7
8978,ITC44,1,PFPM,X1033,2020,7
8979,ITC44,1,PFPM,X1033,2021,5
8980,ITC44,1,PFPM,X1033,2022,6
8981,ITC44,1,PFPM,X1033,2023,12
8982,ITC44,1,PFPM,X1048,2019,7
8983,ITC44,1,PFPM,X1048,2020,5
8984,ITC44,1,PFPM,X1048,2021,5
8985,ITC44,1,PFPM,X1048,2022,6
8986,ITC44,1,PFPM,X1048,2023,11
8987,ITC44,1,PSA,X1033,2019,1
8988,ITC44,1,PSA,X1033,2020,1
8989,ITC44,1,PSA,X1033,2021,2
8990,ITC44,1,PSA,X1047,2019,1
8991,ITC44,1,PSA,X1047,2021,2
8992,ITC44,1,PSA,X1048,2020,1
8993,ITC44,1,TOTAL,IT,2019,962
8994,ITC44,1,TOTAL,IT,2020,1211
8995,ITC44,1,TOTAL,IT,2021,1028
8996,ITC44,1,TOTAL,IT,2022,1035
8997,ITC44,1,TOTAL,IT,2023,966
8998,ITC44,1,TOTAL,X1033,2019,980
8999,ITC44,1,TOTAL,X1033,2020,1231
9000,ITC44,1,TOTAL,X1033,2021,1047
9001,ITC44,1,TOTAL,X1033,2022,1047
9002,ITC44,1,TOTAL,X1033,2023,988
9003,ITC44,1,TOTAL,X1045,2020,1
9004,ITC44,1,TOTAL,X1045,2021,4
9005,ITC44,1,TOTAL,X1045,2022,1
9006,ITC44,1,TOTAL,X1045,2023,3
9007,ITC44,1,TOTAL,X1046,2019,2
9008,ITC44,1,TOTAL,X1046,2020,1
9009,ITC44,1,TOTAL,X1046,2021,1
9010,ITC44,1,TOTAL,X1046,2022,1
9011,ITC44,1,TOTAL,X1046,2023,2
9012,ITC44,1,TOTAL,X1047,2019,4
9013,ITC44,1,TOTAL,X1047,2020,7
9014,ITC44,1,TOTAL,X1047,2021,7
9015,ITC44,1,TOTAL,X1047,2022,2
9016,ITC44,1,TOTAL,X1047,2023,3
9017,ITC44,1,TOTAL,X1048,2019,12
9018,ITC44,1,TOTAL,X1048,2020,11
9019,ITC44,1,TOTAL,X1048,2021,7
9020,ITC44,1,TOTAL,X1048,2022,8
9021,ITC44,1,TOTAL,X1048,2023,14
9022,ITC44,2,EUPFPM,X1033,2019,2
9023,ITC44,2,EUPFPM,X1033,2020,4
9024,ITC44,2,EUPFPM,X1033,2021,2
9025,ITC44,2,EUPFPM,X1033,2022,2
9026,ITC44,2,EUPFPM,X1046,2019,1
9027,ITC44,2,EUPFPM,X1046,2020,4
9028,ITC44,2,EUPFPM,X1046,2021,2
9029,ITC44,2,EUPFPM,X1046,2022,2
9030,ITC44,2,EUPFPM,X1048,2019,1
9031,ITC44,2,EUPSA,X1033,2019,1
9032,ITC44,2,EUPSA,X1033,2020,4
9033,ITC44,2,EUPSA,X1033,2023,1
9034,ITC44,2,EUPSA,X1045,2019,1
9035,ITC44,2,EUPSA,X1045,2020,4
9036,ITC44,2,EUPSA,X1045,2023,1
9037,ITC44,2,IT,IT,2019,1037
9038,ITC44,2,IT,IT,2020,1252
9039,ITC44,2,IT,IT,2021,985
9040,ITC44,2,IT,IT,2022,1088
9041,ITC44,2,IT,IT,2023,1011
9042,ITC44,2,IT,X1033,2019,1060
9043,ITC44,2,IT,X1033,2020,1277
9044,ITC44,2,IT,X1033,2021,1009
9045,ITC44,2,IT,X1033,2022,1107
9046,ITC44,2,IT,X1033,2023,1032
9047,ITC44,2,IT,X1045,2019,9
9048,ITC44,2,IT,X1045,2020,12
9049,ITC44,2,IT,X1045,2021,3
9050,ITC44,2,IT,X1045,2022,4
9051,ITC44,2,IT,X1045,2023,8
9052,ITC44,2,IT,X1046,2019,1
9053,ITC44,2,IT,X1046,2020,2
9054,ITC44,2,IT,X1046,2021,3
9055,ITC44,2,IT,X1046,2023,1
9056,ITC44,2,IT,X1047,2019,10
9057,ITC44,2,IT,X1047,2020,10
9058,ITC44,2,IT,X1047,2021,9
9059,ITC44,2,IT,X1047,2022,9
9060,ITC44,2,IT,X1047,2023,7
9061,ITC44,2,IT,X1048,2019,3
9062,ITC44,2,IT,X1048,2020,1
9063,ITC44,2,IT,X1048,2021,9
9064,ITC44,2,IT,X1048,2022,6
9065,ITC44,2,IT,X1048,2023,5
9066,ITC44,2,PFPM,X1033,2019,6
9067,ITC44,2,PFPM,X1033,2020,16
9068,ITC44,2,PFPM,X1033,2021,3
9069,ITC44,2,PFPM,X1033,2022,7
9070,ITC44,2,PFPM,X1033,2023,2
9071,ITC44,2,PFPM,X1048,2019,6
9072,ITC44,2,PFPM,X1048,2020,16
9073,ITC44,2,PFPM,X1048,2021,3
9074,ITC44,2,PFPM,X1048,2022,7
9075,ITC44,2,PFPM,X1048,2023,2
9076,ITC44,2,PSA,X1033,2020,3
9077,ITC44,2,PSA,X1033,2021,1
9078,ITC44,2,PSA,X1047,2020,3
9079,ITC44,2,PSA,X1047,2021,1
9080,ITC44,2,TOTAL,IT,2019,1037
9081,ITC44,2,TOTAL,IT,2020,1252
9082,ITC44,2,TOTAL,IT,2021,985
9083,ITC44,2,TOTAL,IT,2022,1088
9084,ITC44,2,TOTAL,IT,2023,1011
9085,ITC44,2,TOTAL,X1033,2019,1069
9086,ITC44,2,TOTAL,X1033,2020,1304
9087,ITC44,2,TOTAL,X1033,2021,1015
9088,ITC44,2,TOTAL,X1033,2022,1116
9089,ITC44,2,TOTAL,X1033,2023,1035
9090,ITC44,2,TOTAL,X1045,2019,10
9091,ITC44,2,TOTAL,X1045,2020,16
9092,ITC44,2,TOTAL,X1045,2021,3
9093,ITC44,2,TOTAL,X1045,2022,4
9094,ITC44,2,TOTAL,X1045,2023,9
9095,ITC44,2,TOTAL,X1046,2019,2
9096,ITC44,2,TOTAL,X1046,2020,6
9097,ITC44,2,TOTAL,X1046,2021,5
9098,ITC44,2,TOTAL,X1046,2022,2
9099,ITC44,2,TOTAL,X1046,2023,1
9100,ITC44,2,TOTAL,X1047,2019,10
9101,ITC44,2,TOTAL,X1047,2020,13
9102,ITC44,2,TOTAL,X1047,2021,10
9103,ITC44,2,TOTAL,X1047,2022,9
9104,ITC44,2,TOTAL,X1047,2023,7
9105,ITC44,2,TOTAL,X1048,2019,10
9106,ITC44,2,TOTAL,X1048,2020,17
9107,ITC44,2,TOTAL,X1048,2021,12
9108,ITC44,2,TOTAL,X1048,2022,13
9109,ITC44,2,TOTAL,X1048,2023,7
9110,ITC44,9,EUPFPM,X1033,2019,3
9111,ITC44,9,EUPFPM,X1033,2020,4
9112,ITC44,9,EUPFPM,X1033,2021,3
9113,ITC44,9,EUPFPM,X1033,2022,3
9114,ITC44,9,EUPFPM,X1033,2023,2
9115,ITC44,9,EUPFPM,X1046,2019,2
9116,ITC44,9,EUPFPM,X1046,2020,4
9117,ITC44,9,EUPFPM,X1046,2021,3
9118,ITC44,9,EUPFPM,X1046,2022,3
9119,ITC44,9,EUPFPM,X1046,2023,2
9120,ITC44,9,EUPFPM,X1048,2019,1
9121,ITC44,9,EUPSA,IT,2020,1
9122,ITC44,9,EUPSA,X1033,2019,1
9123,ITC44,9,EUPSA,X1033,2020,5
9124,ITC44,9,EUPSA,X1033,2021,1
9125,ITC44,9,EUPSA,X1033,2022,1
9126,ITC44,9,EUPSA,X1033,2023,1
9127,ITC44,9,EUPSA,X1045,2019,1
9128,ITC44,9,EUPSA,X1045,2020,4
9129,ITC44,9,EUPSA,X1045,2021,1
9130,ITC44,9,EUPSA,X1045,2022,1
9131,ITC44,9,EUPSA,X1045,2023,1
9132,ITC44,9,IT,IT,2019,1999
9133,ITC44,9,IT,IT,2020,2460
9134,ITC44,9,IT,IT,2021,2013
9135,ITC44,9,IT,IT,2022,2123
9136,ITC44,9,IT,IT,2023,1976
9137,ITC44,9,IT,X1033,2019,2031
9138,ITC44,9,IT,X1033,2020,2499
9139,ITC44,9,IT,X1033,2021,2047
9140,ITC44,9,IT,X1033,2022,2146
9141,ITC44,9,IT,X1033,2023,2006
9142,ITC44,9,IT,X1045,2019,9
9143,ITC44,9,IT,X1045,2020,13
9144,ITC44,9,IT,X1045,2021,6
9145,ITC44,9,IT,X1045,2022,4
9146,ITC44,9,IT,X1045,2023,11
9147,ITC44,9,IT,X1046,2019,2
9148,ITC44,9,IT,X1046,2020,3
9149,ITC44,9,IT,X1046,2021,3
9150,ITC44,9,IT,X1046,2023,1
9151,ITC44,9,IT,X1047,2019,13
9152,ITC44,9,IT,X1047,2020,17
9153,ITC44,9,IT,X1047,2021,14
9154,ITC44,9,IT,X1047,2022,11
9155,ITC44,9,IT,X1047,2023,10
9156,ITC44,9,IT,X1048,2019,8
9157,ITC44,9,IT,X1048,2020,6
9158,ITC44,9,IT,X1048,2021,11
9159,ITC44,9,IT,X1048,2022,8
9160,ITC44,9,IT,X1048,2023,8
9161,ITC44,9,PFPM,IT,2020,2
9162,ITC44,9,PFPM,IT,2023,1
9163,ITC44,9,PFPM,X1033,2019,13
9164,ITC44,9,PFPM,X1033,2020,23
9165,ITC44,9,PFPM,X1033,2021,8
9166,ITC44,9,PFPM,X1033,2022,13
9167,ITC44,9,PFPM,X1033,2023,14
9168,ITC44,9,PFPM,X1048,2019,13
9169,ITC44,9,PFPM,X1048,2020,21
9170,ITC44,9,PFPM,X1048,2021,8
9171,ITC44,9,PFPM,X1048,2022,13
9172,ITC44,9,PFPM,X1048,2023,13
9173,ITC44,9,PSA,X1033,2019,1
9174,ITC44,9,PSA,X1033,2020,4
9175,ITC44,9,PSA,X1033,2021,3
9176,ITC44,9,PSA,X1047,2019,1
9177,ITC44,9,PSA,X1047,2020,3
9178,ITC44,9,PSA,X1047,2021,3
9179,ITC44,9,PSA,X1048,2020,1
9180,ITC44,9,TOTAL,IT,2019,1999
9181,ITC44,9,TOTAL,IT,2020,2463
9182,ITC44,9,TOTAL,IT,2021,2013
9183,ITC44,9,TOTAL,IT,2022,2123
9184,ITC44,9,TOTAL,IT,2023,1977
9185,ITC44,9,TOTAL,X1033,2019,2049
9186,ITC44,9,TOTAL,X1033,2020,2535
9187,ITC44,9,TOTAL,X1033,2021,2062
9188,ITC44,9,TOTAL,X1033,2022,2163
9189,ITC44,9,TOTAL,X1033,2023,2023
9190,ITC44,9,TOTAL,X1045,2019,10
9191,ITC44,9,TOTAL,X1045,2020,17
9192,ITC44,9,TOTAL,X1045,2021,7
9193,ITC44,9,TOTAL,X1045,2022,5
9194,ITC44,9,TOTAL,X1045,2023,12
9195,ITC44,9,TOTAL,X1046,2019,4
9196,ITC44,9,TOTAL,X1046,2020,7
9197,ITC44,9,TOTAL,X1046,2021,6
9198,ITC44,9,TOTAL,X1046,2022,3
9199,ITC44,9,TOTAL,X1046,2023,3
9200,ITC44,9,TOTAL,X1047,2019,14
9201,ITC44,9,TOTAL,X1047,2020,20
9202,ITC44,9,TOTAL,X1047,2021,17
9203,ITC44,9,TOTAL,X1047,2022,11
9204,ITC44,9,TOTAL,X1047,2023,10
9205,ITC44,9,TOTAL,X1048,2019,22
9206,ITC44,9,TOTAL,X1048,2020,28
9207,ITC44,9,TOTAL,X1048,2021,19
9208,ITC44,9,TOTAL,X1048,2022,21
9209,ITC44,9,TOTAL,X1048,2023,21
9210,ITC45,1,EUPFPM,IT,2019,2
9211,ITC45,1,EUPFPM,IT,2020,2
9212,ITC45,1,EUPFPM,IT,2021,3
9213,ITC45,1,EUPFPM,IT,2022,1
9214,ITC45,1,EUPFPM,IT,2023,1
9215,ITC45,1,EUPFPM,X1033,2019,36
9216,ITC45,1,EUPFPM,X1033,2020,40
9217,ITC45,1,EUPFPM,X1033,2021,54
9218,ITC45,1,EUPFPM,X1033,2022,35
9219,ITC45,1,EUPFPM,X1033,2023,35
9220,ITC45,1,EUPFPM,X1046,2019,31
9221,ITC45,1,EUPFPM,X1046,2020,36
9222,ITC45,1,EUPFPM,X1046,2021,46
9223,ITC45,1,EUPFPM,X1046,2022,30
9224,ITC45,1,EUPFPM,X1046,2023,31
9225,ITC45,1,EUPFPM,X1047,2022,1
9226,ITC45,1,EUPFPM,X1048,2019,3
9227,ITC45,1,EUPFPM,X1048,2020,2
9228,ITC45,1,EUPFPM,X1048,2021,5
9229,ITC45,1,EUPFPM,X1048,2022,3
9230,ITC45,1,EUPFPM,X1048,2023,3
9231,ITC45,1,EUPSA,IT,2019,2
9232,ITC45,1,EUPSA,IT,2020,1
9233,ITC45,1,EUPSA,IT,2021,5
9234,ITC45,1,EUPSA,IT,2022,5
9235,ITC45,1,EUPSA,IT,2023,3
9236,ITC45,1,EUPSA,X1033,2019,27
9237,ITC45,1,EUPSA,X1033,2020,45
9238,ITC45,1,EUPSA,X1033,2021,26
9239,ITC45,1,EUPSA,X1033,2022,37
9240,ITC45,1,EUPSA,X1033,2023,25
9241,ITC45,1,EUPSA,X1045,2019,22
9242,ITC45,1,EUPSA,X1045,2020,38
9243,ITC45,1,EUPSA,X1045,2021,15
9244,ITC45,1,EUPSA,X1045,2022,28
9245,ITC45,1,EUPSA,X1045,2023,19
9246,ITC45,1,EUPSA,X1046,2020,1
9247,ITC45,1,EUPSA,X1047,2019,2
9248,ITC45,1,EUPSA,X1047,2021,1
9249,ITC45,1,EUPSA,X1048,2019,1
9250,ITC45,1,EUPSA,X1048,2020,5
9251,ITC45,1,EUPSA,X1048,2021,5
9252,ITC45,1,EUPSA,X1048,2022,4
9253,ITC45,1,EUPSA,X1048,2023,3
9254,ITC45,1,IT,IT,2019,14221
9255,ITC45,1,IT,IT,2020,19110
9256,ITC45,1,IT,IT,2021,15597
9257,ITC45,1,IT,IT,2022,16137
9258,ITC45,1,IT,IT,2023,14670
9259,ITC45,1,IT,X1033,2019,14451
9260,ITC45,1,IT,X1033,2020,19455
9261,ITC45,1,IT,X1033,2021,15851
9262,ITC45,1,IT,X1033,2022,16408
9263,ITC45,1,IT,X1033,2023,14963
9264,ITC45,1,IT,X1045,2019,41
9265,ITC45,1,IT,X1045,2020,57
9266,ITC45,1,IT,X1045,2021,44
9267,ITC45,1,IT,X1045,2022,54
9268,ITC45,1,IT,X1045,2023,42
9269,ITC45,1,IT,X1046,2019,12
9270,ITC45,1,IT,X1046,2020,20
9271,ITC45,1,IT,X1046,2021,24
9272,ITC45,1,IT,X1046,2022,16
9273,ITC45,1,IT,X1046,2023,23
9274,ITC45,1,IT,X1047,2019,15
9275,ITC45,1,IT,X1047,2020,16
9276,ITC45,1,IT,X1047,2021,17
9277,ITC45,1,IT,X1047,2022,16
9278,ITC45,1,IT,X1047,2023,19
9279,ITC45,1,IT,X1048,2019,162
9280,ITC45,1,IT,X1048,2020,252
9281,ITC45,1,IT,X1048,2021,169
9282,ITC45,1,IT,X1048,2022,185
9283,ITC45,1,IT,X1048,2023,209
9284,ITC45,1,PFPM,IT,2019,8
9285,ITC45,1,PFPM,IT,2020,13
9286,ITC45,1,PFPM,IT,2021,8
9287,ITC45,1,PFPM,IT,2022,8
9288,ITC45,1,PFPM,IT,2023,22
9289,ITC45,1,PFPM,X1033,2019,189
9290,ITC45,1,PFPM,X1033,2020,366
9291,ITC45,1,PFPM,X1033,2021,289
9292,ITC45,1,PFPM,X1033,2022,283
9293,ITC45,1,PFPM,X1033,2023,328
9294,ITC45,1,PFPM,X1048,2019,181
9295,ITC45,1,PFPM,X1048,2020,353
9296,ITC45,1,PFPM,X1048,2021,281
9297,ITC45,1,PFPM,X1048,2022,275
9298,ITC45,1,PFPM,X1048,2023,306
9299,ITC45,1,PSA,IT,2019,2
9300,ITC45,1,PSA,IT,2020,3
9301,ITC45,1,PSA,IT,2021,7
9302,ITC45,1,PSA,IT,2022,3
9303,ITC45,1,PSA,IT,2023,2
9304,ITC45,1,PSA,X1033,2019,8
9305,ITC45,1,PSA,X1033,2020,18
9306,ITC45,1,PSA,X1033,2021,12
9307,ITC45,1,PSA,X1033,2022,8
9308,ITC45,1,PSA,X1033,2023,12
9309,ITC45,1,PSA,X1046,2021,1
9310,ITC45,1,PSA,X1047,2019,5
9311,ITC45,1,PSA,X1047,2020,12
9312,ITC45,1,PSA,X1047,2021,4
9313,ITC45,1,PSA,X1047,2022,5
9314,ITC45,1,PSA,X1047,2023,9
9315,ITC45,1,PSA,X1048,2019,1
9316,ITC45,1,PSA,X1048,2020,3
9317,ITC45,1,PSA,X1048,2023,1
9318,ITC45,1,TOTAL,IT,2019,14235
9319,ITC45,1,TOTAL,IT,2020,19129
9320,ITC45,1,TOTAL,IT,2021,15620
9321,ITC45,1,TOTAL,IT,2022,16154
9322,ITC45,1,TOTAL,IT,2023,14698
9323,ITC45,1,TOTAL,X1033,2019,14711
9324,ITC45,1,TOTAL,X1033,2020,19924
9325,ITC45,1,TOTAL,X1033,2021,16232
9326,ITC45,1,TOTAL,X1033,2022,16771
9327,ITC45,1,TOTAL,X1033,2023,15363
9328,ITC45,1,TOTAL,X1045,2019,63
9329,ITC45,1,TOTAL,X1045,2020,95
9330,ITC45,1,TOTAL,X1045,2021,59
9331,ITC45,1,TOTAL,X1045,2022,82
9332,ITC45,1,TOTAL,X1045,2023,61
9333,ITC45,1,TOTAL,X1046,2019,43
9334,ITC45,1,TOTAL,X1046,2020,57
9335,ITC45,1,TOTAL,X1046,2021,71
9336,ITC45,1,TOTAL,X1046,2022,46
9337,ITC45,1,TOTAL,X1046,2023,54
9338,ITC45,1,TOTAL,X1047,2019,22
9339,ITC45,1,TOTAL,X1047,2020,28
9340,ITC45,1,TOTAL,X1047,2021,22
9341,ITC45,1,TOTAL,X1047,2022,22
9342,ITC45,1,TOTAL,X1047,2023,28
9343,ITC45,1,TOTAL,X1048,2019,348
9344,ITC45,1,TOTAL,X1048,2020,615
9345,ITC45,1,TOTAL,X1048,2021,460
9346,ITC45,1,TOTAL,X1048,2022,467
9347,ITC45,1,TOTAL,X1048,2023,522
9348,ITC45,2,EUPFPM,IT,2019,1
9349,ITC45,2,EUPFPM,IT,2022,2
9350,ITC45,2,EUPFPM,IT,2023,1
9351,ITC45,2,EUPFPM,X1033,2019,31
9352,ITC45,2,EUPFPM,X1033,2020,43
9353,ITC45,2,EUPFPM,X1033,2021,34
9354,ITC45,2,EUPFPM,X1033,2022,42
9355,ITC45,2,EUPFPM,X1033,2023,36
9356,ITC45,2,EUPFPM,X1045,2023,2
9357,ITC45,2,EUPFPM,X1046,2019,28
9358,ITC45,2,EUPFPM,X1046,2020,38
9359,ITC45,2,EUPFPM,X1046,2021,32
9360,ITC45,2,EUPFPM,X1046,2022,31
9361,ITC45,2,EUPFPM,X1046,2023,30
9362,ITC45,2,EUPFPM,X1048,2019,2
9363,ITC45,2,EUPFPM,X1048,2020,5
9364,ITC45,2,EUPFPM,X1048,2021,2
9365,ITC45,2,EUPFPM,X1048,2022,9
9366,ITC45,2,EUPFPM,X1048,2023,3
9367,ITC45,2,EUPSA,IT,2019,4
9368,ITC45,2,EUPSA,IT,2020,1
9369,ITC45,2,EUPSA,IT,2022,4
9370,ITC45,2,EUPSA,IT,2023,1
9371,ITC45,2,EUPSA,X1033,2019,20
9372,ITC45,2,EUPSA,X1033,2020,27
9373,ITC45,2,EUPSA,X1033,2021,29
9374,ITC45,2,EUPSA,X1033,2022,30
9375,ITC45,2,EUPSA,X1033,2023,24
9376,ITC45,2,EUPSA,X1045,2019,14
9377,ITC45,2,EUPSA,X1045,2020,22
9378,ITC45,2,EUPSA,X1045,2021,25
9379,ITC45,2,EUPSA,X1045,2022,25
9380,ITC45,2,EUPSA,X1045,2023,19
9381,ITC45,2,EUPSA,X1046,2020,1
9382,ITC45,2,EUPSA,X1046,2021,1
9383,ITC45,2,EUPSA,X1048,2019,2
9384,ITC45,2,EUPSA,X1048,2020,3
9385,ITC45,2,EUPSA,X1048,2021,3
9386,ITC45,2,EUPSA,X1048,2022,1
9387,ITC45,2,EUPSA,X1048,2023,4
9388,ITC45,2,IT,IT,2019,15997
9389,ITC45,2,IT,IT,2020,20531
9390,ITC45,2,IT,IT,2021,16723
9391,ITC45,2,IT,IT,2022,17853
9392,ITC45,2,IT,IT,2023,16734
9393,ITC45,2,IT,X1033,2019,16365
9394,ITC45,2,IT,X1033,2020,20973
9395,ITC45,2,IT,X1033,2021,17082
9396,ITC45,2,IT,X1033,2022,18285
9397,ITC45,2,IT,X1033,2023,17116
9398,ITC45,2,IT,X1045,2019,111
9399,ITC45,2,IT,X1045,2020,150
9400,ITC45,2,IT,X1045,2021,100
9401,ITC45,2,IT,X1045,2022,132
9402,ITC45,2,IT,X1045,2023,125
9403,ITC45,2,IT,X1046,2019,25
9404,ITC45,2,IT,X1046,2020,30
9405,ITC45,2,IT,X1046,2021,23
9406,ITC45,2,IT,X1046,2022,37
9407,ITC45,2,IT,X1046,2023,33
9408,ITC45,2,IT,X1047,2019,27
9409,ITC45,2,IT,X1047,2020,39
9410,ITC45,2,IT,X1047,2021,44
9411,ITC45,2,IT,X1047,2022,41
9412,ITC45,2,IT,X1047,2023,26
9413,ITC45,2,IT,X1048,2019,205
9414,ITC45,2,IT,X1048,2020,223
9415,ITC45,2,IT,X1048,2021,192
9416,ITC45,2,IT,X1048,2022,222
9417,ITC45,2,IT,X1048,2023,197
9418,ITC45,2,PFPM,IT,2019,9
9419,ITC45,2,PFPM,IT,2020,15
9420,ITC45,2,PFPM,IT,2021,9
9421,ITC45,2,PFPM,IT,2022,8
9422,ITC45,2,PFPM,IT,2023,11
9423,ITC45,2,PFPM,X1033,2019,164
9424,ITC45,2,PFPM,X1033,2020,280
9425,ITC45,2,PFPM,X1033,2021,254
9426,ITC45,2,PFPM,X1033,2022,250
9427,ITC45,2,PFPM,X1033,2023,251
9428,ITC45,2,PFPM,X1046,2019,1
9429,ITC45,2,PFPM,X1046,2023,1
9430,ITC45,2,PFPM,X1048,2019,154
9431,ITC45,2,PFPM,X1048,2020,265
9432,ITC45,2,PFPM,X1048,2021,245
9433,ITC45,2,PFPM,X1048,2022,242
9434,ITC45,2,PFPM,X1048,2023,239
9435,ITC45,2,PSA,IT,2019,7
9436,ITC45,2,PSA,IT,2020,8
9437,ITC45,2,PSA,IT,2021,2
9438,ITC45,2,PSA,IT,2022,3
9439,ITC45,2,PSA,IT,2023,3
9440,ITC45,2,PSA,X1033,2019,17
9441,ITC45,2,PSA,X1033,2020,14
9442,ITC45,2,PSA,X1033,2021,11
9443,ITC45,2,PSA,X1033,2022,12
9444,ITC45,2,PSA,X1033,2023,7
9445,ITC45,2,PSA,X1045,2019,1
9446,ITC45,2,PSA,X1045,2021,1
9447,ITC45,2,PSA,X1045,2022,1
9448,ITC45,2,PSA,X1045,2023,1
9449,ITC45,2,PSA,X1046,2021,1
9450,ITC45,2,PSA,X1047,2019,8
9451,ITC45,2,PSA,X1047,2020,4
9452,ITC45,2,PSA,X1047,2021,4
9453,ITC45,2,PSA,X1047,2022,8
9454,ITC45,2,PSA,X1047,2023,3
9455,ITC45,2,PSA,X1048,2019,1
9456,ITC45,2,PSA,X1048,2020,2
9457,ITC45,2,PSA,X1048,2021,3
9458,ITC45,2,TOTAL,IT,2019,16018
9459,ITC45,2,TOTAL,IT,2020,20555
9460,ITC45,2,TOTAL,IT,2021,16734
9461,ITC45,2,TOTAL,IT,2022,17870
9462,ITC45,2,TOTAL,IT,2023,16750
9463,ITC45,2,TOTAL,X1033,2019,16597
9464,ITC45,2,TOTAL,X1033,2020,21337
9465,ITC45,2,TOTAL,X1033,2021,17410
9466,ITC45,2,TOTAL,X1033,2022,18619
9467,ITC45,2,TOTAL,X1033,2023,17434
9468,ITC45,2,TOTAL,X1045,2019,126
9469,ITC45,2,TOTAL,X1045,2020,172
9470,ITC45,2,TOTAL,X1045,2021,126
9471,ITC45,2,TOTAL,X1045,2022,158
9472,ITC45,2,TOTAL,X1045,2023,147
9473,ITC45,2,TOTAL,X1046,2019,54
9474,ITC45,2,TOTAL,X1046,2020,69
9475,ITC45,2,TOTAL,X1046,2021,57
9476,ITC45,2,TOTAL,X1046,2022,68
9477,ITC45,2,TOTAL,X1046,2023,64
9478,ITC45,2,TOTAL,X1047,2019,35
9479,ITC45,2,TOTAL,X1047,2020,43
9480,ITC45,2,TOTAL,X1047,2021,48
9481,ITC45,2,TOTAL,X1047,2022,49
9482,ITC45,2,TOTAL,X1047,2023,29
9483,ITC45,2,TOTAL,X1048,2019,364
9484,ITC45,2,TOTAL,X1048,2020,498
9485,ITC45,2,TOTAL,X1048,2021,445
9486,ITC45,2,TOTAL,X1048,2022,474
9487,ITC45,2,TOTAL,X1048,2023,443
9488,ITC45,9,EUPFPM,IT,2019,3
9489,ITC45,9,EUPFPM,IT,2020,2
9490,ITC45,9,EUPFPM,IT,2021,3
9491,ITC45,9,EUPFPM,IT,2022,3
9492,ITC45,9,EUPFPM,IT,2023,2
9493,ITC45,9,EUPFPM,X1033,2019,67
9494,ITC45,9,EUPFPM,X1033,2020,83
9495,ITC45,9,EUPFPM,X1033,2021,88
9496,ITC45,9,EUPFPM,X1033,2022,77
9497,ITC45,9,EUPFPM,X1033,2023,71
9498,ITC45,9,EUPFPM,X1045,2023,2
9499,ITC45,9,EUPFPM,X1046,2019,59
9500,ITC45,9,EUPFPM,X1046,2020,74
9501,ITC45,9,EUPFPM,X1046,2021,78
9502,ITC45,9,EUPFPM,X1046,2022,61
9503,ITC45,9,EUPFPM,X1046,2023,61
9504,ITC45,9,EUPFPM,X1047,2022,1
9505,ITC45,9,EUPFPM,X1048,2019,5
9506,ITC45,9,EUPFPM,X1048,2020,7
9507,ITC45,9,EUPFPM,X1048,2021,7
9508,ITC45,9,EUPFPM,X1048,2022,12
9509,ITC45,9,EUPFPM,X1048,2023,6
9510,ITC45,9,EUPSA,IT,2019,6
9511,ITC45,9,EUPSA,IT,2020,2
9512,ITC45,9,EUPSA,IT,2021,5
9513,ITC45,9,EUPSA,IT,2022,9
9514,ITC45,9,EUPSA,IT,2023,4
9515,ITC45,9,EUPSA,X1033,2019,47
9516,ITC45,9,EUPSA,X1033,2020,72
9517,ITC45,9,EUPSA,X1033,2021,55
